Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10,News11,News12,News13,News14,News15
01288,ABC,Reading to children improves their cognitive abilities,Both Republicans and Democrats criticise Giuliani for questioning Obama&#039;s patriotism,Surgeon under fire for saying trainee doctors should give in to bosses’ demands for sex,Greyhound trainers under fire over live bait,Psychologist Joyce Chao Puihan chooses her favourite restaurants,US launches probe after black student injured by cops for trying to enter a pub,"Dalian Port, China Financial Services to launch dim sum bonds",Nearly 700 koalas euthanised because of overpopulation in southeastern Australia,Fox News&#039; O&#039;Reilly blasts accusation he embellished Falklands war experience,Celebrity chef keeps TV series based on memoir true to life,,,,,
01398,ICBC,"China’s ICBC bank 2014 profits up 5 per cent, bad debt ratio climbs",Foreign creditors reject Kaisa plan to restructure debt,China&#039;s biggest banks learn to cope with sluggish growth,China&#039;s e-commerce firms and banks fight for market share,"Bank executive, 31, jumps to death from workplace ‘after dispute with girlfriend’",The Netflix of China? Alibaba buys US$382 million stake in film and TV production company,Haichang boss optimistic despite arrival of Disneyland,Luxembourg and France face-off in race to be euro zone yuan hub,"Alibaba’s Jack Ma admits &#039;shooting mouth off,&#039; apologises to JD.com for jabs at its business",Bank of China finds few bidders for Hong Kong&#039;s Nanyang unit,,,,,
01551,GRCB,,,,,,,,,,,,,,,
01578,BANK%20OF%20TIANJIN,PRESS DIGEST- Top stories in Hong Kong and mainland China newspapers on March 25,PRESS DIGEST- Top stories in Hong Kong and mainland China newspapers on March 18,China&#039;s workforce shrinks by nearly 4 million amid greying population,Premier says Shenzhen through train to be launched at ‘appropriate time’,Sunac&#039;s chairman puts past failures behind him as Kaisa&#039;s white knight,Free trade zones- China&#039;s stepping stones to financial liberalisation,Deputy chiefs named in China&#039;s latest power reshuffle in government and military,Premier Li says Hong Kong and Shenzhen exchanges to link at &quot;appropriate time&quot;,Beijing Capital Land targets 40 per cent growth to 35 billion yuan,Haichang boss optimistic despite arrival of Disneyland,,,,,
01658,PSBC,China postal bank&#039;s US$25b IPO: investor&#039;s dream or government jackpot?,,,,,,,,,,,,,,
01963,BCQ,,,,,,,,,,,,,,,
01988,MINSHENG%20BANK,Ex-Minsheng Bank president Dong Wenbiao denies facing corruption probe,Former Minsheng Banking chief Mao Xiaofeng &#039;had links to wives of fallen leaders&#039;,Minsheng stock tumbles after president resigns,Sneak peak on China bank earnings offers worrying credit cost picture,Sneak peek on China bank earnings offers worrying credit cost picture,PRESS DIGEST- Top stories in Hong Kong and mainland China newspapers on February 13,Probe into China Minsheng chief Mao Xiaofeng just tip of iceberg in banking world of corrupt alliances,Bank of Beijing director Lu Haijun under investigation in graft probe,China&#039;s graft-probe: Well-paid jobs for officials&#039; spouses &#039;not unusual&#039;,"Dalian Port, China Financial Services to launch dim sum bonds",,,,,
02016,CZBANK,,,,,,,,,,,,,,,
02066,SHENGJINGBANK,,,,,,,,,,,,,,,
02356,DAHSING%20BANKING,,,,,,,,,,,,,,,
02388,BOC%20HONG%20KONG,Bank of China 2014 results surpass expectations; BOC Hong Kong also reports growth,BOC Hong Kong chief He Guangbei steps down,HK bank stocks surge on talk of buyouts,"HKMA passes first Basel banking test, raises cap requirement for five lenders",Bank of China (Hong Kong) weighs sale of Nanyang Commercial Bank,Bank of China finds few bidders for Hong Kong&#039;s Nanyang unit,Industrial Bank plans to acquire brokerage Huafu Securities,Hong Kong fashion schools fill quality gap with practical courses,Hong Kong trade show intent on nurturing homegrown talent,Young Hong Kong designers make debut at Hong Kong Fashion Week,,,,,
02888,STANCHART,StanChart stock rallies on news chief will step down,New StanChart chief Bill Winters seen as right choice to turn bank around,StanChart shares tumble on reports CEO to be replaced by end of the year,StanChart revises down forecast for yuan&#039;s value versus dollar in 2015,"StanChart says to close cash equities trading; cut 2,000 more retail jobs",Stanchart revises down forecast for yuan’s value versus dollar in 2015,Standard Chartered said mulling sale of Philippine retail unit,Standard Chartered seeks Asia-focused banker to replace its CEO,Standard Chartered targets wealthier customers in retail bank shake-up,Standard Chartered on course to follow HSBC in profit-drop surprise,,,,,
03328,BANKCOMM,,,,,,,,,,,,,,,
03618,CQRC%20BANK,,,,,,,,,,,,,,,
03698,HUISHANG%20BANK,"Gome profits grow 43 per cent, Huishang bank deal terminated",China allows five small banks to cut reserves further,China&#039;s e-commerce firms and banks fight for market share,,,,,,,,,,,,
03866,BQD,,,,,,,,,,,,,,,
03968,CM%20BANK,Around the nation: Parents reunited with daughter 30 years after she was kidnapped,"Around the nation, March 23, 2015",Around the nation: Supermarket’s steamed meat bun offers less-than-tasty treat ,Around the nation: Aussie redback spider stowaway found at Guangdong port,Around the nation: &#039;Melon head&#039; man spotted on metro in China- and taken away by police,,,,,,,,,,
03988,BANK%20OF%20CHINA,Bank of China 2014 results surpass expectations; BOC Hong Kong also reports growth,China&#039;s central bank cuts reserve ratio for banks by 50 basis points to spur growth,"Bad loans up, profits down at China&#039;s Agbank as economy slows",PBOC to further ease yuan capital controls in reserve currency bid,Beijing tightens reins on yuan as PBOC battles outflows,Bank of China (Hong Kong) weighs sale of Nanyang Commercial Bank,Agricultural Bank of China taps market for 40b yuan,Postal Savings Bank of China in talks over stake sale,"Puff, not wind of change for foreign banks in China in 2015",Bank of China finds few bidders for Hong Kong&#039;s Nanyang unit,,,,,
06122,JIUTAI%20RCB,,,,,,,,,,,,,,,
06138,HARBIN%20BANK,Hong Kong deal makers eschew new listings in favour of M&amp;A spoils,Taxi passenger suffers heart attack after being given ‘hell bank note’ in change,Around the nation: Aussie redback spider stowaway found at Guangdong port,Around the nation: Chinese DIY inventor searches for investors to help finish submarine,Search for cause of Shanghai stampede goes on as State Council’s absence from inquiry queried,,,,,,,,,,
06196,BANKOFZHENGZHOU,,,,,,,,,,,,,,,
06818,CEB%20BANK,,,,,,,,,,,,,,,
