Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10,News11,News12,News13,News14,News15
01578,BANK%20OF%20TIANJIN,Zhang Gaoli&#039;s Tianjin economic model promises disaster for China,Tianjin&#039;s explosive growth carries social cost,Four &#039;battlefields&#039; hold the key to China’s future economic success ,"Zhang Bingjun, the man who saved Teda","More convertible yuan next goal, China&#039;s central bank chief says",China fails to set timetable for financial reforms,Regulator says more shares should be offered to China&#039;s pension fund,Vice-Premier Li Keqiang&#039;s comments send developers&#039; shares higher,"China has stimulus ammunition, says S&amp;P","Market Wrap: HK, China shares jump on RRR cut speculation",,,,,
01658,PSBC,,,,,,,,,,,,,,,
01963,BCQ,,,,,,,,,,,,,,,
01988,MINSHENG%20BANK,"Bad-loan risks of mainland banks manageable, says industry watchdog",Cut in fees for credit-card payments to erode bank profits,Number of rich in China to grow at faster pace,Mainland lenders to show robust profit,"Bank of China joins beggars&#039; queue, more to come",Slimmer UBS targets Asian growth,Better loan performance sees ICBC profit rise 14.9pc,Focus Media accepts US$3.7b buyout offer,Mainland property seen warm next year,"Hang Seng up 2.2pc to 16-month high on banks, insurers",,,,,
02016,CZBANK,,,,,,,,,,,,,,,
02066,SHENGJINGBANK,,,,,,,,,,,,,,,
02356,DAHSING%20BANKING,,,,,,,,,,,,,,,
02388,BOC%20HONG%20KONG,BOC net profit rises 16.6pc to beat market forecasts,Hong Kong listing on the cards for China Vanke,"Hang Seng tests fresh 17-month high, China snaps winning streak",BOC branches into private banking,SFC unveils tough new regulation for IPO sponsors ,Macau gambling revenue rises 8pc in November,Shifting China consumer tastes show in brand sales,Mainland lenders to show robust profit,Psoriasis patients seek subsidies for medication,Hong Kong economy grows 1.3pc in third quarter,,,,,
02888,STANCHART,Mafia extortion or double standard?,"Business Digest, November 28, 2012",Advertising campaigns for mobile apps reach new high,Standard Chartered bank expects high single digit growth,Standard Chartered seeks US deal on charges of violations of Iran sanctions,,,,,,,,,,
03328,BANKCOMM,,,,,,,,,,,,,,,
03618,CQRC%20BANK,,,,,,,,,,,,,,,
03698,HUISHANG%20BANK,,,,,,,,,,,,,,,
03866,BQD,,,,,,,,,,,,,,,
03968,CM%20BANK,Prostitute found dead with throat cut,Growing strong,Ousted Tunisian president Zine El Abidine Ben Ali and legacy of bling,"China Digest, December 15, 2012","China Digest, October 17, 2012",&#039;Superstorm&#039; Sandy bears down on US East Coast,,,,,,,,,
03988,BANK%20OF%20CHINA,Bank of China to expand yuan business in UK,Bank of China posts strongest profit growth in a year,"Bank of China joins beggars&#039; queue, more to come",BOC branches into private banking,LME hopes to attract more members from China,"Letters to the Editor, November 29, 2012",Investment agency Central Huijin increases stake in ICBC and BOC,BOC net profit rises 16.6pc to beat market forecasts,Big Four mainland banks book 23.6pc drop in new loans in November,Are China&#039;s Big Four banks primed for an offshore plunge?,,,,,
06122,JIUTAI%20RCB,,,,,,,,,,,,,,,
06138,HARBIN%20BANK,Investment bankers target new year listings after a tough 2012,Capital rules put pressure on banks,"Private mainland brands accelerate growth, report finds",Harbin woman allegedly murdered by WeChat ‘friend’,Lifestyle shares jump on spin-off plans,Market Wrap: Hong Kong stocks rise for 10th day on capital boost,"China Digest, December 21, 2012","China Digest, November 8, 2012",Seven men who rule a billion,Things To Do in Hong Kong (and a Few Around Asia!),,,,,
06196,BANKOFZHENGZHOU,,,,,,,,,,,,,,,
06818,CEB%20BANK,,,,,,,,,,,,,,,
