Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10,News11,News12,News13,News14,News15
01288,ABC,The battle for Hong Kong Island: it’s not as simple as ABC for Ricky Wong,Maker of ‘pink slime’ drops some targets in defamation case against ABC network,Northern Territory minister says ABC report on juvenile detention abuses in Australia gave “leg up” to opposition,Public Eye: it’s as simple as ABC – this anti-Leung campaign makes no sense,Ryan Lochte ‘hurt’ after ‘Dancing with the Stars’ incident as protestors storm the stage on live show,Two years on: Hong Kong’s Occupy but not so much love and peace,Engine shut down as smoke fills cabin of Jetstar flight in Australia,Ring ring! Don’t forget to vote on Sunday for the CE election,Man put acid in Australian gay club lube dispenser,"Houston lawyer shoots nine, is killed by police",,,,,
01398,ICBC,ICBC’s interim profit edges up 0.8pc on new sources of revenue,"China’s Big 4 banks may post a bad interim from this week, as bad loans rise amid a slower economy",Hong Kong office market to be dominated by buyers from China,Hong Kong market flat after three week rally on US rate rise fears,Bourses respond positively to Chinese banks’ improved bad debt figures,From China to the world: a timeline of the yuan’s internationalisation,"Standard Chartered, China Merchants sign One Belt, One Road agreement",Hong Kong Life leverages combined resources of partners to compete with larger rivals,"Hong Kong stocks break winning streak over Deutsche concerns, but notch up biggest quarterly gain since 2009",China conglomerate Legend spins off property unit to focus on consumer and service sector,,,,,
01551,GRCB,,,,,,,,,,,,,,,
01578,BANK%20OF%20TIANJIN,"Majority of PSBC’s investors are cornerstones, a concerning trend for IPOs, say experts","Lucky amulets, fengshui tips and a Buddha statue: ‘ambitious’ Chinese city official denounced for turning to spirit world",China’s debt-to-equity swap plan may struggle to take off,China’s Bank of Communications reports flat interim profit growth as bad loans on the rise,Sinosteel to try debt-to-equity swap to restructure loans,Wives of detained human rights lawyers in China fight on a year after husbands held by authorities,China’s home prices rise for 15th consecutive month in July,"From owning land, to owning shares",China’s regional developer Yuzhou Properties’ strategic shift pays off,China production expected to rebound quickly after floods,,,,,
01658,PSBC,"Majority of PSBC’s investors are cornerstones, a concerning trend for IPOs, say experts","Postal Savings Bank prices Asia’s largest IPO at HK$4.76 a share, brokers say","Hong Kong stocks break winning streak over Deutsche concerns, but notch up biggest quarterly gain since 2009",Hong Kong stocks flat as investors wind down for mainland holiday,"Crosstec shares oversubscribed 1,000 times as Hong Kong’s IPO punters chase ‘easy money’",,,,,,,,,,
01963,BCQ,,,,,,,,,,,,,,,
01988,MINSHENG%20BANK,"Minsheng Bank’s interim net profit rises 1.7 per cent, helped by fees and commissions","Chinese man’s stolen identity leaves him 80 million yuan in debt, embroiled in 32 lawsuits",China urges ministries to wage war on business costs to spur growth,Shadow banking crackdown to hit smaller banks hardest,Cheaper yuan has so far failed to boost China’s exports,China’s state-owned banks cut thousands of jobs as profit growth slows,Artist making giant coloured-water painting in Shenzhen to highlight pollution,"Hong Kong hits 2016 high, edging ever closer to 22,000",Health care costs forcing China’s patients into crippling debt,Private Beijing art gallery UCCA at a turning point as owner Guy Ullens puts it up for sale,,,,,
02016,CZBANK,,,,,,,,,,,,,,,
02066,SHENGJINGBANK,,,,,,,,,,,,,,,
02356,DAHSING%20BANKING,,,,,,,,,,,,,,,
02388,BOC%20HONG%20KONG,BOC Aviation shares see biggest intraday gain since June listing as interim net profit up 24pc,"Hong Kong stocks chalk up 5pc gain in August, with pace of US rate rise seen as near term focus",Bank of China accelerates international push as domestic revenues tumble,CBD Leasing prices IPO at HK$2 per share,BOC Aviation buys five Airbus A320s as air travel demand soars,HKT adds its heavyweight support to Apple Pay,Hong Kong still leads world’s IPO market in first nine months,Apple Pay rolls out in Hong Kong with experts predicting ripe future for advanced mobile payment services,Unfinished business: coach Leung Chi-wing seeks redemption with Hong Kong Premier League newcomers Guangzhou R&amp;F,Insurers factor in Hong Kong’s ever-ageing population,,,,,
02888,STANCHART,StanChart gives up on ROE target as first half pretax profit falls 46 per cent,StanChart taps former IMF executive as its new chairman amid ongoing regulatory battles,Standard Chartered refers alleged corruption in Indonesian firm to authorities,Standard Chartered: no Fed rate raise expected before start of 2018,Standard Chartered online glitch prompts questions from Hong Kong’s monetary regulator,"Hong Kong stocks suffer biggest loss since Brexit, while China A shares climb to two and half month high",,,,,,,,,
03328,BANKCOMM,,,,,,,,,,,,,,,
03618,CQRC%20BANK,,,,,,,,,,,,,,,
03698,HUISHANG%20BANK,,,,,,,,,,,,,,,
03866,BQD,,,,,,,,,,,,,,,
03968,CM%20BANK,Unique ‘Chinese knots’ bridge set to open in central China,"North Korea floods leave thousands homeless, 15 missing","She woke up terrified in the trunk of a moving car and phoned her family for help. Hours later, she was dead",Editor’s picks: seven travel cables for charging and syncing devices on the go,"China’s ‘straddling bus’ complies with leading international standards, says technical adviser",Electronic king says apartment overlooking the cemetery has the best view in HK,Billionaire tycoon the latest target in spate of high-profile Hong Kong break-ins,How to eat oysters in style,"Sculptor Anish Kapoor on sex, race, big art and Brexit","David Henry Hwang talks hate, sex, yellow face and faith",,,,,
03988,BANK%20OF%20CHINA,"China’s Big 4 banks may post a bad interim from this week, as bad loans rise amid a slower economy",Bank of China’s New York branch picked as yuan clearing bank in the US,US Fed sanctions one of China’s biggest banks over “significant deficiencies” in money laundering,Business confidence in China up for second quarter in a row,"Growing property bubble is China economy’s biggest risk, warns Bank of China economist","People’s Bank of China to expand mandate into policing the bond market, with CSRC’s help",From soccer clubs to robot makers to private banks... is China buying up Europe?,World Bank backs China’s push to challenge US dollar dominance by selling SDR bonds ahead of G20 summit,Bank of China accelerates international push as domestic revenues tumble,"Bank of China’s Hong Kong unit cuts mortgage rate to lure buyers, offset concern of US rate hike",,,,,
06122,JIUTAI%20RCB,,,,,,,,,,,,,,,
06138,HARBIN%20BANK,"Harbin Bank leads US$1.5 billion syndicated loan to Russian state bank, offering lifeline amid EU sanctions","Passers-by catch masked Chinese robber after he knocks down old man and flees with 100,000 yuan","Chinese corruption prosecutors seek death penalty for mother of Wanting Qu, pop star girlfriend of Vancouver’s mayor","Casino, auto shares propel Hong Kong stocks to highest close in 2016",,,,,,,,,,,
06196,BANKOFZHENGZHOU,,,,,,,,,,,,,,,
06818,CEB%20BANK,,,,,,,,,,,,,,,
