Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10,News11,News12,News13,News14,News15
01288,ABC,The ABC of eating well during the festive season... but not gaining weight,"Mike Nichols, director of The Graduate, dies aged 83",Man shot dead in Sydney had reportedly laundered millions for criminal syndicates,CGN Power shares surge 24.1pc on debut,"1963 Batmobile fetches US$137,000 at auction",CGN Power seeks to raise HK$24.5 billion in biggest Hong Kong IPO of the year,Shutdown eyed by Republicans to foil Obama on immigration,Will he or won&#039;t he? Jeb Bush keeps even big donors in suspense,Australia’s Catholic Church links celibacy to child abuse,Australian PM Abbott admits going through a ‘rough patch’,,,,,
01398,ICBC,ICBC to issue US$5.7 billion of preferred shares in three currencies,Mainland banks&#039; bad loans on the rise,Mixed investor interest for ICBC&#039;s triple-currency preferred shares,Higher bad-loan rates tipped for Bank of China and Agricultural Bank,Sunac China considering termination of Greentown China acquisition,Mainland developer Sunac issues US$400 million in senior notes,Cofco Land Holdings to issue bond to finance asset acquisition from parent firm,Standard Chartered issues credit-tied note as sales jump,Cofco Land Holdings plans share issue to refinance HK$12.5b acquisition of parent assets,China&#039;s surprise rate cut fuels hopes for more easing,,,,,
01551,GRCB,,,,,,,,,,,,,,,
01578,BANK%20OF%20TIANJIN,Wenzhou-based private commercial bank could launch soon – state backed paper,China approves second batch of local asset management companies,"Chinese banks keen to invest in South Africa mines, says official",Comac celebrates new plane orders at Zhuhai Air Show,Cofco Land Holdings to issue bond to finance asset acquisition from parent firm,"Cities must adapt to climate change, or risk disaster",Cofco Land Holdings plans share issue to refinance HK$12.5b acquisition of parent assets,Six-year logistics blueprint released,China calls on banks to boost mortgage securities market,Lack of price convergence highlights stock scheme disconnect,,,,,
01658,PSBC,,,,,,,,,,,,,,,
01963,BCQ,,,,,,,,,,,,,,,
01988,MINSHENG%20BANK,Minsheng Bank shares jump 4pc after saying it plans to issue 8b yuan in shares to employees,Wenzhou-based private commercial bank could launch soon – state backed paper,Up Energy bets US$2 it has picked bottom of coking coal market,"NVC Lighting founder arrested in Huizhou, mainland China media report",NVC chairman accuses top Chinese banks of collusion in founder&#039;s alleged embezzlement scheme,Anbang plans US$2b IPO in wake of Waldorf Astoria buy,Citic and its peers bear brunt of NPLs,"Stock incentives not enough for real mainland reform, say experts",Shadow banking offers way around regulatory controls,"GCL-Poly sale of solar wafer business to cut finance costs, raise funds",,,,,
02016,CZBANK,,,,,,,,,,,,,,,
02066,SHENGJINGBANK,,,,,,,,,,,,,,,
02356,DAHSING%20BANKING,,,,,,,,,,,,,,,
02388,BOC%20HONG%20KONG,"China’s financial stocks surge, inspired by Shanghai-Hong Kong stock plan",BOC raises US$6.5b in offshore preferred share issue,Chiyoda Steel to sue Bank of China Hong Kong in steel finance case,Cheung Kong stake purchase sends Avic International shares soaring,Hong Kong employers must brace for the worst in case of an Ebola outbreak,Hong Kong fashion designer Melissa Bui on her inspirations,The Shopper: TOMS store comes to Hong Kong,Fashion house retrospective lands in Hong Kong,Grana label reaches out with an emphasis on logistics,Giuseppe Santoni of Santoni shoes,,,,,
02888,STANCHART,StanChart and HSBC escape British tax move,StanChart banks on long-term benefits from sustainability work,"Long, hard road ahead for HSBC and StanChart","Standard Chartered in deal to sell Hong Kong, Shenzhen consumer units",Standard Chartered faces three more years of US scrutiny for sanctions breaches,Standard Chartered hit with first S&amp;P downgrade in 20 years,HSBC and Standard Chartered face tougher UK stress test in 2015,Standard Chartered sticks with commodities trade,Standard Chartered to axe up to 100 bank branches next year,Standard Chartered issues credit-tied note as sales jump,,,,,
03328,BANKCOMM,,,,,,,,,,,,,,,
03618,CQRC%20BANK,,,,,,,,,,,,,,,
03698,HUISHANG%20BANK,Gome shares tumble after news it would take stake in Huishang Bank,Bank of Shanghai taps market for 11.6b yuan,Seven Chinese banks drop plans to list publicly,,,,,,,,,,,,
03866,BQD,,,,,,,,,,,,,,,
03968,CM%20BANK,Around the nation: Painter uses tongue and fish as brushes,Man calls police to help find missing trousers; carpenter builds &#039;armoured&#039; jeep from wood,Japanese Robotics company sees new opportunity in greying Hong Kong,Hong Kong to get a glimpse of largest of the historic Dead Sea Scrolls,Is Jakarta&#039;s great sea wall doomed to fail before it even starts?,"Talking Points, November 27, 2014",82-year-old hostage tells how he made his daring escape from Sydney cafe,Hong Kong street racers held; nanny kidnaps child; miserly husband sued,Nobel laureates offer ideas on battling climate change,,,,,,
03988,BANK%20OF%20CHINA,Chiyoda Steel to sue Bank of China Hong Kong in steel finance case,Bank of China Starts Marketing Up to $6.5 Billion Note Sale,South Africa enlists Bank of China to help pull in Chinese investment,BOC raises US$6.5b in offshore preferred share issue,Basel III more meaningful at home than globally for Chinese banks ,Higher bad-loan rates tipped for Bank of China and Agricultural Bank,AgBank&#039;s addition to FSB list points to increased risk awareness,People&#039;s Bank of China warns of rising economic risks as it pledges to fine-tune policies,World Bank says China needs to speed up reforms,Bank of China predicts rapid increase in issuance of dim sum bonds in Australia next year,,,,,
06122,JIUTAI%20RCB,,,,,,,,,,,,,,,
06138,HARBIN%20BANK,Bank of Shanghai taps market for 11.6b yuan,China Aircraft Leasing plans US$2 billion aircraft disassembly operation in Harbin,Foreign wind power firms struggle to succeed in China,Around the nation: world&#039;s largest exhibition centre in Shanghai near completion,,,,,,,,,,,
06196,BANKOFZHENGZHOU,,,,,,,,,,,,,,,
06818,CEB%20BANK,,,,,,,,,,,,,,,
