Symbol,Name,News1,News2,News3,News4,News5,News6,News7,News8,News9,News10,News11,News12,News13,News14,News15
01288,ABC,China accused of ‘massive’ cyberattack on Australian government network,Toyota aids US in probe into why its pickups and SUVs are the Islamic State&#039;s vehicles of choice,David Beckham is ‘Sexiest Man Alive’,"Russian media mogul and former minister Mikhail Lesin found dead in Washington hotel, aged 57",Sydney mosque raided after Australia ‘terrorism-linked’ shooting by 15-year-old,China accused of hacking into Australian government’s weather bureau,Texas toddler J&#039;Zyra is roasted to death after unattended twin siblings put her in oven,"CNN’s Republican debate is another blockbuster, as 18 million tune in to political drama","Pants on fire: Donald Trump told a completely fake story about 9/11, but he’s sticking by it","Looking for bright furs, funny bag charms? The Dictator shows the way",,,,,
01398,ICBC,World’s biggest bank gets caught up in China investment scandal ,China&#039;s march into Hong Kong real estate: mass buyout of buildings snatches up CBD office space,Hong Kong luxury hotel boss charged with fraud over HK$200m bank loans for &#039;renovation&#039;,"Hong Kong, mainland China shares finish higher as Asia responds well to Fed rate rise",Mainland China says goodbye to near-term Taiwan bank deals,Mainland banks and securities firms set their sites on prestigious Central office locations,"China&#039;s banks, insurance companies and stock exchange operators to face Communist Party corruption probe ",Decline in loans at China’s ‘big four’ banks shows asset-quality concerns,Is this your credit card? Hong Kong Monetary Authority presses banks over 1.25 million credit cards read by unauthorised parties,An evolutionary time line of China’s yuan,,,,,
01551,GRCB,,,,,,,,,,,,,,,
01578,BANK%20OF%20TIANJIN,Bad-debt investment products present new risks in China,"PBOC announces full yuan convertibility for Guangdong, Tianjin and Fujian, but with conditions attached",Singapore&#039;s quota for investment in China doubled to 100 billion yuan,"No substance, says adviser on offer by Tianjin firm for Hong Kong Chief Executive Leung Chun-ying&#039;s DTZ",China’s Communist Party investigates two top executives at state property behemoth Financial Street,China to build world’s biggest animal cloning factory in Tianjin,Myanmar’s drone enthusiasts are rushing to catch up with the latest technology after emerging from the shadow of military rule,China&#039;s Premier flags closer ties between Hong Kong and Guangdong zone after yuan&#039;s inclusion in special drawing rights,Emerging Chinese players bring changes to aircraft leasing industry,China steps up push for more free-trade pacts to counter US-led TPP,,,,,
01658,PSBC,Postal Savings Bank of China to close sale of 15 per cent to foreign investors,China policy bank raises US$7b in stake sale,,,,,,,,,,,,,
01963,BCQ,,,,,,,,,,,,,,,
01988,MINSHENG%20BANK,China’s Citic Bank and Baidu to set up online bank venture,Mainland China large-cap index surges 2.6 per cent to four-month high,Twist in China’s biggest corporate battle as Anbang Insurance raises stake in developer Vanke ,China&#039;s global payment system for yuan sees limited launch,Beyond Hello Kitty: Taobao emerges as prime platform for bad loans,China &#039;to speed up financial reforms and lower corporate funding costs&#039;,"Every yuan&#039;s a winner: Xi Jinping&#039;s UK visit boosts London&#039;s role in offshore yuan market, leverages expertise for internationalisation",China banks get flexible with how overdue loans are classed,China shares higher on economic reform hopes,"China&#039;s two-child policy promises baby boost- not boom, experts say",,,,,
02016,CZBANK,,,,,,,,,,,,,,,
02066,SHENGJINGBANK,,,,,,,,,,,,,,,
02356,DAHSING%20BANKING,,,,,,,,,,,,,,,
02388,BOC%20HONG%20KONG,BOC(Hong Kong) posts 9 per cent drop in revenue,"Bank of China held in contempt of court in US for refusing to hand over Gucci, Yves Saint Laurent counterfeiting suspects account details","Bank of China to lose share of cross-border yuan clearing, at least in short run",Hong Kong listings by aircraft leasing firms in China could raise US$5 billion,Why only ‘idiots’ are buying Citic Securities; Analysts flag broker’s shares as offering good value ,"Trading infrastructure for China-Hong Kong Bond Connect can be in place in six months, says ASIFMA",Hong Kong leather goods maker Olivier Dauchez talks luxury and his noble French roots ,"Festive fashion from Dolce &amp; Gabbana, Fiona Kotur and Moncler X Erdem","Holiday must-haves from Fakura, Maje and John Hardy",Fashions real Hongkongers wear: hatmaker Awon Golding pairs vintage with high street,,,,,
02888,STANCHART,"As HSBC reports healthy profits, Standard Chartered&#039;s woes are a reflection of wider malaise in emerging Asian economies",StanChart shares sink in Hong Kong after Fitch downgrade,Standard Chartered delays launch of US$5.1 billion rights issue,"How deep is the hole? StanChart surprises with loss, job cuts","Making the cut: StanChart, HSBC race to slash costs seen stumbling","HSBC, Standard Chartered commodities exposures high as traders struggle",China stocks jump further after re-entering bull markets,,,,,,,,
03328,BANKCOMM,,,,,,,,,,,,,,,
03618,CQRC%20BANK,,,,,,,,,,,,,,,
03698,HUISHANG%20BANK,Batch of smaller China banks to seek capital on mainland and Hong Kong markets,,,,,,,,,,,,,,
03866,BQD,,,,,,,,,,,,,,,
03968,CM%20BANK,A brief stay behind bars: Hong Kong banker’s wife spared jail time on appeal over assault on MTR employee,Panda Ying Ying recovers appetite after loss of pregnancy in Hong Kong as park curators mull new breeding plan,Mapping Ai Weiwei: Crowds flock for glimpse of artist&#039;s &#039;readymade&#039; at London retrospective,Ready to bail: Kiribati struggles to keep its population afloat,,,,,,,,,,,
03988,BANK%20OF%20CHINA,Irresponsible or amateurish? PBOC blunder dents investor confidence,European development bank approves China’s application to become shareholder,"Agricultural Bank of China confirms chief has resigned, after reports he is involved in corruption probe",Agricultural Bank of China president Zhang Yun resigns citing &#039;personal reasons&#039; amid sweeping anti-graft campaign,"Bank of China held in contempt of court in US for refusing to hand over Gucci, Yves Saint Laurent counterfeiting suspects account details",Postal Savings Bank of China to close sale of 15 per cent to foreign investors,Gucci counterfeiting ring about to crack as US judge orders Bank of China to hand over details,"Bank of China to lose share of cross-border yuan clearing, at least in short run",Market Talk: Bank of China sets up second offshore trading centre,Bank of China zooms into focus,,,,,
06122,JIUTAI%20RCB,,,,,,,,,,,,,,,
06138,HARBIN%20BANK,Batch of smaller China banks to seek capital on mainland and Hong Kong markets,Shanghai and Shenzhen indices finish higher on first day of trading after week-long break,Just why are Louis Vuitton and other high-end retailers abandoning China?,,,,,,,,,,,,
06196,BANKOFZHENGZHOU,,,,,,,,,,,,,,,
06818,CEB%20BANK,,,,,,,,,,,,,,,
